classCode,MSVList,numberStudents
MAT2306 2,"[16008988, 17003438, 17010957, 18000329, 18003308, 18004362, 18004905, 18004936, 18005320, 18006110, 18006218, 18007123, 18007931, 18008129, 18009321, 18009471, 18015020, 19000897, 19001200, 19001571, 19003245, 19003517, 19003521, 19003732, 19003916, 19004418, 19004754, 19005550, 19006622, 19008514, 19013392, 19014828, 19014917, 19014917, 19015327, 19015833, 19017115, 19018016, 19018337, 19019336, 19019412, 20000496, 20000951, 20001517, 20002137]",45
MAT2308,"[17000127, 17002124, 17002740, 17004650, 17009264, 18001097, 18001669, 18002972, 18003032, 18003454, 18004215, 18005719, 18007520, 18008590, 18008763, 18008893, 18009773, 18012980, 19001818, 19008317, 19010338, 19012532, 19012609, 19012915, 19015139, 19015618, 19016058, 19017251, 19017263, 19017336, 19018197, 19019236, 20000011, 20000060, 20000376, 20000660, 20000665, 20000842, 20000951, 20001018, 20001243, 20001365, 20001517, 20001740, 20001785, 20001899, 20002137, 20002514, 20002665, 20002766, 20002815, 20003863, 20004370, 20004767, 20004805, 20004826, 20004996, 20005054, 20005721, 20006162, 20006412, 20006607, 20006668, 20006724, 20006821, 20006828, 20007049, 20007255, 20007425, 20007457, 20007956, 20009840, 21002743, 21003667]",74
MAT2310,"[19014820, 19015833, 19017251, 20000011, 20000060, 20000376, 20000660, 20000665, 20000842, 20000951, 20001018, 20001243, 20001365, 20001517, 20001740, 20001899, 20002137, 20002514, 20002665, 20002766, 20002815, 20003226, 20003237, 20003863, 20004370, 20004767, 20004805, 20004826, 20004996, 20005054, 20005721, 20006162, 20006412, 20006607, 20006668, 20006821, 20006828, 20007049, 20007255, 20007425, 20007457, 20007956, 20008490, 20009594, 20009840]",45
MAT2311,"[16003010, 17000004, 17000962, 17003032, 17004264, 17004546, 17006357, 17007620, 17009894, 18003389, 18004362, 18007931, 18009321, 19000003, 19000897, 19001200, 19001244, 19001818, 19001886, 19002880, 19003245, 19003517, 19003521, 19003691, 19003732, 19003916, 19004754, 19005011, 19005550, 19006464, 19006622, 19007843, 19008250, 19008514, 19008977]",35
MAT2311 2TNT,"[16002583, 16008908, 19000767, 19002915, 19004565, 19007336, 19008445, 19008537, 19008599]",9
MAT2314,"[17000426, 17002523, 17003032, 17004650, 18005570, 19001571, 19003035, 19004917, 19006007, 19008317, 20000169, 20000229, 20000260, 20000288, 20000321, 20000528, 20000544, 20000701, 20001084, 20001453, 20001767, 20001931, 20002188, 20002231, 20002553, 20002559, 20002913, 20003034, 20003254, 20003519, 20003594, 20003659, 20003667, 20003794, 20004005, 20004034, 20004066, 20004180, 20004497, 20004739, 20004782, 20005017, 20005040, 20005263, 20005339, 20005420, 20005553, 20005751, 20005965, 20006025, 20006089, 20006182, 20006452, 20006693, 20006721, 20006804, 20006898, 20007045, 20007179, 20007363, 20007620, 20007744, 20007948, 20008045, 20008070, 20008210, 20008595, 20008732, 20009354, 20009420, 20009601, 20009814, 20009840, 20009901, 20009999, 21007310, 21008574]",77
MAT2314 2TNT,"[20001146, 20002915, 20003775, 20004547, 20006730]",5
MAT2317 3CLCMTKHTT,"[18003546, 18005513, 20000601, 20002825, 20006637, 20008876, 20009897, 21000415, 21000601, 21000709, 21000810, 21001652, 21001741, 21002036, 21002495, 21002667, 21002815, 21003146, 21003515, 21005054, 21005115, 21005636, 21006908, 21007154, 21008876]",25
MAT2317 4CLCMTKHTT,"[19005859, 20001980, 20004285, 20004711, 20005538, 20007722, 20008073, 21000376, 21001582, 21001687, 21001703, 21002825, 21003746, 21004650, 21005045, 21005076, 21006391, 21006637, 21006688, 21007742, 21007807, 21008415, 21008436, 21008888, 21009244]",25
MAT2317 5CLCMTKHTT,"[20001687, 21000322, 21000328, 21000755, 21000770, 21001031, 21001244, 21001655, 21002345, 21003561, 21003600, 21003720, 21004580, 21004880, 21005275, 21005538, 21006753, 21007411, 21007722, 21007758, 21008190, 21008930, 21009239, 21009381, 21009980]",25
MAT2317 6CLCMTKHTT,"[19005815, 20001703, 20003515, 21000033, 21000610, 21000969, 21001392, 21001818, 21002233, 21003342, 21004299, 21004711, 21004826, 21004908, 21005667, 21006677, 21006869, 21008828, 21008946, 21009074, 21009274, 21009342, 21009346, 21009637, 21009897]",25
MAT2318 1,"[18001059, 18004362, 18005135, 18005375, 18007557, 19002922, 19004565, 19007336, 19008537, 19008928, 20002233, 20004300, 20004416, 20004613, 20004868, 20006526, 20006637, 20007807, 20008635, 20009009, 20009274, 20009927, 21000348, 21000973, 21004760]",25
MAT2318 2,"[18008893, 19002540, 20001398, 20002329, 20002340, 20003032, 20003857, 20004366, 20007628, 20007811, 21000045, 21002632, 21002689, 21003206, 21004308, 21005083, 21006049, 21006074, 21006205, 21006600, 21007053, 21008656, 21008762, 21009429, 21009620]",25
MAT2321 TNT,"[19005857, 21001146, 21001289, 21001820, 21002157, 21002411, 21002761, 21003775, 21004781, 21005640, 21008574]",11
MAT2403 1,"[17007399, 18001097, 18002972, 18004215, 18005538, 18006236, 18008002, 18008271, 18009283, 19007919, 19007959, 19008659, 20000064, 20000068, 20000095, 20000149, 20000755, 20001187, 20001266, 20001454, 20001603, 20001724, 20001787, 20001838, 20001902, 20001910, 20001989, 20002296, 20002888, 20003146, 20003446, 20003482, 20003669, 20003716, 20003804, 20003880, 20004342, 20004555, 20004613, 20004702, 20005135, 20005354, 20005612, 20005749, 20005784, 20005957, 20005992, 20006075, 20006123, 20006129, 20006473, 20006522, 20006569, 20006637, 20006884, 20006903, 20006965, 20007108, 20007365, 20007403, 20007642, 20007682, 20007840, 20008106, 20008448, 20008671, 20008726, 20008910, 20009364, 20009446, 20009467, 20009471, 20009485, 20009503, 20009663, 20009727, 21004926]",77
MAT2403 2,"[19000829, 19000908, 19001015, 19001645, 19002036, 19002740, 19003785, 19005092, 19005556, 19006682, 19007049, 19007103, 19008172, 19008836, 19008969, 20000124, 20000515, 20000535, 20000830, 20001328, 20001335, 20001411, 20001799, 20001877, 20001950, 20002400, 20002415, 20003048, 20003105, 20003494, 20003532, 20003569, 20003718, 20003770, 20003989, 20004032, 20004128, 20004215, 20004280, 20004542, 20004555, 20004654, 20005299, 20005511, 20005694, 20005982, 20006022, 20006322, 20006336, 20006856, 20007056, 20007065, 20007176, 20007402, 20007582, 20007628, 20007753, 20007781, 20007831, 20007899, 20008047, 20008261, 20008273, 20008398, 20008428, 20008452, 20008573, 20008754, 20008817, 20008909, 20009009, 20009188, 20009373, 20009845, 20009884, 20009972, 21001392]",77
MAT2403 3,"[16007791, 16008485, 17001016, 17001317, 17001710, 17002746, 17003103, 17005320, 17005634, 17007333, 17007807, 17008511, 17008573, 17009958, 18000071, 18002505, 18002598, 18003389, 18003507, 18005314, 18006243, 18007285, 18008166, 18008511, 19007999, 19008248, 19009280, 20000212, 20000482, 20000787, 20000831, 20000897, 20001243, 20001286, 20001828, 20002305, 20002415, 20002558, 20002584, 20002660, 20003055, 20003542, 20003842, 20004168, 20004300, 20004316, 20005054, 20005107, 20005133, 20006113, 20006683, 20006735, 20007650, 20007764, 20007991, 20008162, 20008511, 20008520, 20008931, 20009476, 20009853]",61
MAT2403 4CLCMTKHTT,"[18005770, 18006264, 18008788, 19000496, 19001592, 19004370, 19005132, 19005565, 19006852, 19007956, 20000199, 20000258, 20000322, 20000610, 20000770, 20001031, 20001582, 20001655, 20001687, 20001703, 20002233, 20002425, 20002541, 20002825, 20002922, 20003515, 20003720, 20003746, 20004155, 20004285, 20004299, 20004369, 20004908, 20004926, 20005076, 20006407, 20006637, 20006677, 20006688, 20006869, 20007154, 20007322, 20007807, 20008073, 20008190, 20008876, 20008946, 20009074, 20009244, 20009274, 20009637, 20009927, 20009953, 21006869, 21007742, 21008828, 21008876]",57
MAT2403 5CLCMTKHTT,"[19005201, 20000415, 20000709, 20000810, 20001980, 20003342, 20003600, 20004650, 20004711, 20005045, 20005275, 20005538, 20005667, 20006391, 20006753, 20007411, 20008888, 20009533, 20009818]",19
MAT2406,"[17000950, 17002740, 17002746, 17005320, 18000307, 18000701, 18003032, 18004738, 18005135, 18005375, 18006075, 18008511, 18009590, 19002746, 19004917, 19004958, 19005934, 19009388, 20000169, 20000229, 20000321, 20000528, 20000544, 20000701, 20001084, 20001121, 20001657, 20001767, 20001931, 20002188, 20002553, 20002913, 20003034, 20003254, 20003519, 20003594, 20003659, 20003667, 20003794, 20004034, 20004066, 20004180, 20004497, 20004739, 20004782, 20005017, 20005040, 20005263, 20005339, 20005420, 20005553, 20005751, 20005965, 20006025, 20006089, 20006182, 20006452, 20006804, 20006898, 20007045, 20007179, 20007363, 20007620, 20007744, 20007948, 20008045, 20008070, 20008210, 20008479, 20008595, 20008732, 20009354, 20009601, 20009814, 20009901, 20009999]",76
MAT2407 1,"[17001071, 17006357, 18004362, 19000201, 19000897, 19001179, 19001855, 19001886, 19002341, 19002880, 19003206, 19003245, 19003292, 19003517, 19003521, 19003592, 19003691, 19003732, 19003916, 19004418, 19004568, 19004754, 19004917, 19005550, 19006622, 19007410, 19007843, 19008514, 19008516, 19009176, 19009538, 19009822, 19009918, 19010025, 19010073, 19010338, 19010590, 19010757, 19011984, 19012110, 19012176, 19012191, 19012391, 19012469, 19012880, 19012889, 19013155, 19013292, 19013392, 19013491, 19013931, 19014367, 19014917, 19015014, 19015164, 19015242, 19015925, 19015994, 19016080, 19016432, 19016555, 19016981, 19017092, 19017157, 19017270, 19017279, 19017608, 19017624, 19017627, 19017663, 19017705, 19017724, 19018149, 19018197, 19018297, 19018478, 19018574, 19018787, 19018799, 19019466, 20000830, 20000897, 20003494, 20003519, 20003569, 20004542, 20004782, 20005751, 20009845, 21002670]",90
MAT2407 2,"[18000380, 18000521, 18000733, 18007285, 18009108, 19001615, 19001833, 19001902, 19002495, 19002735, 19002752, 19002867, 19002960, 19003021, 19003063, 19003155, 19003248, 19003532, 19003708, 19004023, 19004182, 19004613, 19005269, 19005282, 19005463, 19006039, 19006323, 19006634, 19006923, 19007046, 19007249, 19007393, 19007635, 19007660, 19007794, 19007835, 19007861, 19008053, 19008325, 19008391, 19008909, 19008922, 19009108, 19009596, 19009673, 19009818, 19014917, 19015327, 19015833, 19016730, 19017115, 19019336, 19019412, 20000124, 20001286, 20001950, 20002305, 20003299, 20003532, 20003770, 20004786, 20005294, 20005384, 20006022, 20006322, 20006522, 20007781, 20007831, 20008047, 20008162, 20008273, 20008428, 20008573, 20008909, 20009373, 20009420]",76
MAT2407 3TNT,"[19006630, 20001146, 20002915, 20003775, 20004547, 20006730, 20008106, 20009980]",8
MAT2411E 1CLCMTKHTT,"[18002752, 18004146, 18004913, 18005829, 18008590, 19000389, 19000464, 19000613, 19000665, 19000755, 19000972, 19001243, 19001365, 19001517, 19001592, 19001723, 19001809, 19002274, 19002276, 19002345, 19002480, 19002514, 19002617, 19002876, 19003206, 19003403, 19003767, 19003863, 19004237, 19004370, 19004449, 19004717, 19004767, 19004996, 19005565, 19005730, 19006357, 19006637, 19006668, 19006848, 19006852, 19006972, 19007053, 19007254, 19007255, 19007425, 19007691, 19007742, 19007800, 19007939, 19007956, 19008169, 19008178, 19008248, 19009048, 19009239, 19009342, 19009791, 20008946, 21006069]",60
MAT2411E 2CLCMTKHTT,"[18006075, 19000174, 19000842, 19001242, 19001740, 19001785, 19002119, 19002137, 19002147, 19002226, 19002957, 19003094, 19003226, 19003415, 19003662, 19003692, 19003951, 19004486, 19004639, 19005079, 19005410, 19005721, 19005746, 19005859, 19006178, 19006387, 19006389, 19007196, 19007457, 19007911, 19008082, 19008321, 19008451, 19009300, 19009352, 20009897]",36
MAT2502 1,"[17008573, 18003549, 18009108, 19009280, 20006336, 20008162, 21000011, 21000201, 21001035, 21001133, 21001398, 21001597, 21002340, 21002602, 21002935, 21003045, 21003456, 21003556, 21003857, 21003945, 21003973, 21004357, 21004400, 21004453, 21005136, 21005211, 21005576, 21005730, 21005976, 21006025, 21006365, 21006452, 21006879, 21007670, 21008170, 21009702, 21009704]",37
MAT2502 2,"[18001503, 18009059, 19003785, 20005133, 20007403, 21000108, 21000174, 21000590, 21001310, 21002276, 21002294, 21002470, 21002917, 21003032, 21003182, 21003590, 21004025, 21004416, 21004525, 21004637, 21004728, 21004744, 21004868, 21004983, 21005083, 21005825, 21005934, 21005988, 21005993, 21006004, 21006050, 21007264, 21007820, 21007911, 21008129, 21008178, 21008963]",37
MAT2502 3CLCMTKHTT,"[18000567, 18004128, 20001655, 21000376, 21000415, 21000709, 21001652, 21001703, 21002036, 21002425, 21002815, 21002825, 21002922, 21005045, 21005054, 21005115, 21005636, 21006069, 21006908, 21007154, 21008415, 21008436]",22
MAT2502 4CLCMTKHTT,"[18005287, 20000770, 21000601, 21001582, 21001687, 21001741, 21001980, 21002495, 21002541, 21003515, 21003746, 21004650, 21005076, 21006637, 21006688, 21006869, 21007742, 21007807, 21008828, 21008876, 21008888, 21009244]",22
MAT2502 5CLCMTKHTT,"[20006391, 21000322, 21000328, 21000755, 21000770, 21001392, 21001655, 21001818, 21003561, 21003600, 21003720, 21004580, 21004711, 21004880, 21004926, 21005275, 21005538, 21006753, 21007411, 21007758, 21008190, 21008520, 21008930, 21009239, 21009342, 21009381, 21009980]",27
MAT2502 6CLCMTKHTT,"[21000033, 21000610, 21000969, 21001031, 21001244, 21002233, 21002345, 21003342, 21004299, 21004826, 21004908, 21005667, 21006677, 21007722, 21008946, 21009074, 21009274, 21009346, 21009637, 21009897]",20
MAT2502 7,"[17002124, 17004087, 17005634, 17006556, 18009994, 20001441, 20002584, 20005612, 20008380, 20008931, 20009471, 21000348, 21000493, 21000810, 21001943, 21001959, 21002667, 21003146, 21004717, 21005061, 21005679, 21006391, 21007282, 21008311, 21008471, 21008731, 21009002, 21009010]",28
MAT3101 TNT,"[19000767, 19002915, 19004565, 19007336, 19008445, 19008537, 19008599]",7
MAT3300 1,"[17006357, 18000329, 19001818, 19003521, 19005559, 20000060, 20000376, 20000660, 20000665, 20000951, 20001243, 20001365, 20001517, 20001740, 20001899, 20002137, 20002514, 20002665, 20002766, 20003863, 20004370, 20004767, 20004805, 20004826, 20004996, 20005054, 20005721, 20006412, 20006607, 20006668, 20006821, 20006828, 20007049, 20007255, 20007425, 20009594, 20009840]",37
MAT3300 2,"[16007096, 18000521, 18002943, 18003308, 18003462, 18006110, 18009416, 19000897, 19001571, 19014027, 20000011, 20000842, 20001018, 20002815, 20003226, 20003237, 20006162, 20006724, 20007457, 20007956, 20008490, 21008574]",22
MAT3300 3TNT,"[16003755, 18001461, 18004730, 20001146, 20002915, 20003775, 20004547, 20006730, 21007179]",9
MAT3301,"[17000426, 17001071, 19001855, 19002341, 19003206, 19003292, 19004568, 19005559, 19008516, 19009538, 19009822, 19009918, 19010025, 19010073, 19010235, 19010338, 19010590, 19010757, 19011547, 19011984, 19012099, 19012110, 19012124, 19012176, 19012191, 19012391, 19012469, 19012880, 19012889, 19013155, 19013226, 19013292, 19013438, 19013491, 19013875, 19013931, 19014149, 19014367, 19014558, 19014565, 19014851, 19015014, 19015164, 19015242, 19015618, 19015640, 19015925, 19015994, 19016080, 19016432, 19016482, 19016555, 19016981, 19017092, 19017157, 19017270, 19017279, 19017608, 19017624, 19017627, 19017663, 19017705, 19017724, 19018149, 19018197, 19018297, 19018297, 19018478, 19018510, 19018525, 19018574, 19018601, 19018787, 19018799, 19019466, 19019473]",76
MAT3305,"[16002583, 16005950, 17001896, 17003032, 17017069, 18001946, 18003462, 18006110, 18009416, 18016568, 18017627, 18017861, 19001200, 19001571, 19001818, 19003245, 19003521, 19003691, 19005559, 19006622, 19008977, 20000060, 20000376, 20000660, 20000665, 20000842, 20000951, 20001018, 20001243, 20001365, 20001517, 20001740, 20001899, 20002137, 20002514, 20002665, 20002766, 20002815, 20003226, 20003863, 20004370, 20004767, 20004805, 20004826, 20004996, 20005054, 20005721, 20006412, 20006607, 20006668, 20006724, 20006821, 20006828, 20007049, 20007255, 20007425, 20007457, 20007956, 20009594, 20009840]",60
MAT3306,"[16005950, 17001896, 17003032, 17006357, 18003308, 18004362, 18006110, 18007557, 18008080, 18009066, 19000003, 19000767, 19000897, 19001200, 19001244, 19001571, 19001818, 19001855, 19001886, 19002341, 19002880, 19002915, 19003206, 19003245, 19003292, 19003517, 19003521, 19003691, 19003732, 19003916, 19004565, 19004568, 19004754, 19005011, 19005550, 19005559, 19006464, 19006622, 19006630, 19007336, 19007843, 19008250, 19008317, 19008445, 19008514, 19008516, 19008537, 19008599, 19008977, 19009538, 19009822, 19009918, 20001517, 20007956]",54
MAT3318 2TNT,"[16002583, 16008908, 18001628, 19000767, 19002915, 19004565, 19007336, 19008445, 19008537, 19008599]",10
MAT3322 TNT,"[18001628, 19000767, 19002915, 19004565, 19007336, 19008445, 19008537, 19008599]",8
MAT3340 TNT,"[20001146, 20002915, 20003775, 20004547, 20006730]",5
MAT3344 1,"[18001628, 18003308, 18013245, 19010025, 19010235, 19010590, 19010757, 19011984, 19012099, 19012880, 19012889, 19013155, 19013226, 19013438, 19014367, 19014851, 19014917, 19014917, 19015014, 19015242, 19015327, 19015640, 19015895, 19015994, 19016080, 19016432, 19016482, 19017092, 19017115, 19017270, 19017279, 19017624, 19017663, 19017705, 19017724, 19018149, 19018297, 19018297, 19018337, 19018510, 19018574, 19018787, 19018799, 19019412, 19019473]",45
MAT3344 2,"[18003454, 18003462, 18007557, 18009416, 19001818, 19010073, 19010338, 19011547, 19012110, 19012124, 19012176, 19012191, 19012391, 19012469, 19013292, 19013392, 19013491, 19013875, 19013931, 19014149, 19014558, 19014565, 19014762, 19014828, 19015164, 19015618, 19015833, 19015925, 19016555, 19016981, 19017157, 19017608, 19017627, 19018016, 19018197, 19018478, 19018525, 19018601, 19019336, 19019466, 20000011, 20000060, 20000376, 20000496, 20000660, 20000665, 20000951, 20001018, 20001365, 20001517, 20001740, 20001785, 20001899, 20002137, 20002514, 20002665, 20002766, 20002815, 20003226, 20003863, 20004370, 20004767, 20004805, 20004826, 20004996, 20005054, 20005721, 20006412, 20006607, 20006668, 20006821, 20006828, 20007049, 20007255, 20007425, 20007457, 20009594]",77
MAT3344 3TNT,"[19000767, 20001146, 20002915, 20003775, 20004547, 20006730]",6
MAT3347 1,"[16002583, 16008908, 17003032, 18003308, 18003462, 18006110, 18009321, 19000003, 19000897, 19001200, 19001244, 19001571, 19001855, 19001886, 19002341, 19002880, 19003206, 19003245, 19003292, 19003517, 19003521, 19003691, 19003732, 19003916, 19004418, 19004568, 19004754, 19005011, 19005550, 19005559, 19006464, 19006622, 19006630, 19007843, 19008250, 19008445, 19008514, 19008516, 19008977, 19009538, 19009822, 19009918, 20003226]",43
